,filepath,class
0,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0047.jpg,Gerhard_Schroeder
1,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0058.jpg,Gerhard_Schroeder
2,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0033.jpg,Gerhard_Schroeder
3,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0107.jpg,Gerhard_Schroeder
4,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0064.jpg,Gerhard_Schroeder
5,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0026.jpg,Gerhard_Schroeder
6,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0060.jpg,Gerhard_Schroeder
7,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0067.jpg,Gerhard_Schroeder
8,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0032.jpg,Gerhard_Schroeder
9,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0065.jpg,Gerhard_Schroeder
10,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0005.jpg,Gerhard_Schroeder
11,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0013.jpg,Gerhard_Schroeder
12,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0094.jpg,Gerhard_Schroeder
13,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0023.jpg,Gerhard_Schroeder
14,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0079.jpg,Gerhard_Schroeder
15,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0066.jpg,Gerhard_Schroeder
16,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0052.jpg,Gerhard_Schroeder
17,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0042.jpg,Gerhard_Schroeder
18,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0044.jpg,Gerhard_Schroeder
19,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0091.jpg,Gerhard_Schroeder
20,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0021.jpg,Gerhard_Schroeder
21,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0008.jpg,Gerhard_Schroeder
22,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0019.jpg,Gerhard_Schroeder
23,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0059.jpg,Gerhard_Schroeder
24,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0035.jpg,Gerhard_Schroeder
25,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0028.jpg,Gerhard_Schroeder
26,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0002.jpg,Gerhard_Schroeder
27,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0034.jpg,Gerhard_Schroeder
28,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0073.jpg,Gerhard_Schroeder
29,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0089.jpg,Gerhard_Schroeder
30,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0093.jpg,Gerhard_Schroeder
31,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0084.jpg,Gerhard_Schroeder
32,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0108.jpg,Gerhard_Schroeder
33,/home/prml/chanyoung/Trainer/_DATA/10person/Gerhard_Schroeder/Gerhard_Schroeder_0056.jpg,Gerhard_Schroeder
